ASIN,Name,20171,20172,2018,,2019 Q1,,2019 Q2,,July,Julym,August,Augustm,September,Septemberm,October,Octoberm,November,Novemberm,December,Decemberm,January,Januarym,February,Februarym,March,Marchm
ASIN,Item Name,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS
B0829W1V1M,"[New 2020]DOGCOOL FHD Pet Camera Dog Camera 360ç WIFI Pet Monitor Indoor Home Cat Cam with Alexa,Sound Detection, Motion Tracking and Alert, Two-Way Audio,Pan/Tilt/Zoom Baby Monitor with Night Vision",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,182.46,63,2300.04,99,3679.73,57,2513.56
B07PX8WX4P,[New APP] AOBO Mini Spy Camera Wireless Hidden Home WiFi Security Cameras with App 1080P Night Vision Motion Activated Indoor Outdoor Small Nanny Cam for Car Live Streaming with iPhone/Android Phone,0,0,0,0,6,307.12,6047,322489.53,2506,94305.23,1248,50132.9,1068,42591.09,782,29854.45,392,14087.18,241,9323.5,86,3518.95,41,1682.79,0,0
B07GNLY5YN,[New Version] APEMAN Baby Monitor WiFi Camera 1080P FHD Home Security Camera with Night Vision/Sound&Motion Detection/2-Way Audio for Baby/Elder/Pet Compatible with iOS&Android System,0,0,1924,58371.12,1982,63091.47,2176,74004.69,795,27806.81,853,25569.07,1439,43069.09,630,18805.64,1162,32251.46,1468,39778.36,911,24485.68,711,19051.13,702,18794.79
B07V2HWPMR,"[Newest 2019] Wireless IP Surveillance Camera w/Night Vision - Baby Monitor or Security Camera - 1080p, Activity Detection - 2 Way Audio - Remote Monitor with iOS, Android App - Cloud Service",0,0,0,0,0,0,0,0,87,3186.2,2,76.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B07JBSJWY6,"[Newest] WiFi Camera, Nextrend Wireless IP Security Camera with Motion Detection,Night Vision,Two-Way Audio,Cloud Storage, Home Camera for Office/Baby/Nanny/Pet Monitor",0,0,107,5642.43,56,2968.05,69,3659.65,16,713.24,7,209.93,4,119.96,12,1075.42,0,0,0,0,0,0,0,0,0,0
B082D2N52B,"[Newest] WiFi Camera, Nextrend Wireless IP Security Camera with Motion Detection,Night Vision,Two-Way Audio,Cloud Storage, Home Camera for Office/Baby/Nanny/Pet Monitor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,77.39,9,232.16,2,51.58,1,19.83
B077HT7P5Q,"[Newest] Wireless Security Camera System, Firstrend 8CH 1080P Wireless NVR System with 4pcs 1.3MP IP Security Camera with 65ft Night Vision and Easy Remote View,P2P CCTV Camera System(No Hard Drive)",20,3466.01,2388,471958.48,1117,192612.07,1145,195931.81,484,81785.54,338,56977.86,291,49153.92,247,41472.9,276,45207.29,335,54333.89,123,20140.19,120,19733.21,81,13003.2
B07D35KGGG,"[Two Way Audio] Full HD 1080p Security Camera Wireles,SAFEVANT Indoor IP Camera Security Surveillance System with Night Vision for Home Office Baby Pet Monitor",0,0,20,978.77,13,556.14,18,726.2,3,119.97,1,39.99,5,183.88,2,61.98,3,102.92,2,69.47,4,119.07,1,39.7,8,239.47
B07VFHMDLT,"[Update] Baby Camera Monitor,allcaca 1536P Wireless IP Camera 3MP Smart Security Camera Pet Camera with Night Vision Motion Detection Remote Control Pan/Tilt/Zoom 2-Way Audio for Baby/Pet/Elder",0,0,0,0,0,0,0,0,0,0,42,3042.75,117,8495.27,87,6089.34,57,3730.04,129,7142.38,61,3686.27,64,3494.17,42,2291.54
B07Y3Z6NLP,"[Upgraded] Vivisafe Security Camera 1080P, IP Wireless Camera Pet Camera Baby Monitor, Motion Detection Night Vision Two-Way Audio, Dual Antennas Enlarge Transmission Coverage, Advanced Solution",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,69.98,6,197.49,11,336.44,14,411.95,14,413.19
B07YC3CH41,"{2020 Update}Security Camera,Wireless IP Camera,Dome Camera, Outdoor 1080P Security Camera with Two Way Audio,IP66 Waterproof,165ft Night Vision,Motion Detection & E-Mail/Push Alerts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,895.03,24,1593.93,43,2335.98,34,1965.39,27,1554.96,33,1895.13
B07LGMZ56N,"1080P Baby Monitor, Avstart Home Wireless Security Camera with Baby Crying Motion Detection, Night Vision, Two-Way Audio, Indoor Surveillance IP Camera for Baby/Elder/Pet/Nanny Monitoring",0,0,0,0,81,4140.47,60,2820.54,6,46.54,69,2107.9,35,1605.28,3,137.97,1,42.16,1,47.48,1,45.55,2,91.05,6,273.6
B07XK8S849,"1080P FHD Pet Camera with WiFi IP Camera and Work with Alexa, TDT Indoor Wireless Security Camera with Motion Detection, 2 Way Audio OS/Android, Night Vision and Cloud Storage for Pet/Baby Monitori",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,737.86,29,1087.73,24,776.86,23,539.81,58,1777.45
B07F1XKP2N,"1080P FHD WiFi IP Camera, DTPIOZA Indoor Wireless Security Camera Motion Detection Night Vision Home Surveillance Monitor for Baby/Pet/Elder",0,0,12,583.62,3,146.97,7,338.86,0,0,0,0,2,93.91,0,0,0,0,0,0,0,0,0,0,0,0
B082TQBMYW,"1080P Full HD Security Panoramic Home Wireless IP Camera for Pet/Nanny/Elder/Smart Baby Monitor with Pan/Tilt/Zoom, Two-Way Audio, Night Vision, Motion Detection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,306.7,6,193.4
B07KVY5899,"1080P HD Baby Pet Nanny Monitor, 360 Eyes Panoramic Remote Monitor Wireless WiFi IP Camera with Pan/Tilt, Night Vision Indoor Home Security Cam with Motion Detection,Two-Way Audio, Cloud Storage",0,0,16,850.64,118,6966.59,22,1181.27,3,149.97,2,95.83,2,99.98,0,0,0,0,2,90.04,0,0,1,50.04,32,1914.4
B07PPGJHB3,"1080P HD Home Security IP Wifi Dome Camera, Compatible with Alexa, PTZ Surveillance System with Motion Tracker, Night Vision, Encrypted Cloud Service, Historical Video Playback with YI IoT APP",0,0,0,0,0,0,110,3614,247,8095.07,95,3104.33,93,2746.88,46,1383.99,62,1816.65,80,2357.58,34,1012.98,21,624.34,23,643.5
B07WJ9KBRL,"1080P HD Home Security IP WiFi Dome Camera, SDETER Wireless 2-Way Audio Motion Detection Night Vision Baby/Pet Monitor Compatible with iOS&Android",0,0,0,0,0,0,0,0,0,0,22,615.78,243,6654.03,407,11806.59,509,14578.37,390,10426.78,254,7206.92,237,6833.79,181,5257
B07T46TGMS,1080p Home Camera Indoor Wireless WiFi Home IP Security Camera AAJO Panoramic Pet Camera Baby Monitor with 2-Way Audio Night Vision Remote Monitor with iOS Android App Micro SD Card Storage,0,0,0,0,0,0,1,39.99,1,36.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B07PRKBFRJ,"1080P Home Camera, Wireless Indoor Smart Security Camera with Motion Detection, Night Vision, Two-Way Audio, Compatible with Alexa, Android YI IoT App - Free 6 Seconds Alert Cloud Storage",0,0,0,0,0,0,1124,27924.32,487,12202.42,33,833.86,120,2970.44,91,2305.74,113,2836.17,55,1366.59,51,1074.64,93,1874.11,113,2290.26
B081HB3KBT,1080P Home Security Camera Wireless Indoor Surveillance Camera Smart 2.4G WiFi IP Camera and Motion Tracking for Baby/Pet Monitor with iOS&Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2650.7,45,1528.87,8,270.67
B07VSM8J9X,"1080P Home Security WiFi IP Camera, Auto Track Wireless Indoor Surveillance Security Cam System, Baby/Pet/Nanny/Doggie Monitor,Two Way Audio, Motion Detection, Night Vision, Easy Setup",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39.95,4,177.87,0,0,0,0,0,0
B07QVBT58T,"1080P Home WiFi Camera,360 Degree Panoramic Wireless VR Fisheye Security IP Camera for Home Baby/ Pet/ Elder /School/Office Monitor Indoor Light Bulb Camera Night Vision Motion Detection Camera",0,0,0,0,0,0,29,1367.28,54,2637.7,77,3835.13,81,4098.58,73,3802.61,46,2450.39,39,1816.8,74,2919.13,21,843.59,60,2397.72
B06ZYF3M8P,"1080P Home Wireless Camera, WiFi Camera Haichendz HD IP Indoor Security Surveillance System Pan/Tilt Two-Way Audio & Night Vision Baby/Elder/Pet/Nanny Monitor (White)",463,23959.46,405,16130.54,300,13570.23,146,4728.49,24,715.23,49,1269.49,99,2505.54,90,2282.93,4,103.36,86,2152.78,81,2075.13,3,74.33,0,0
B07T5C899W,"1080P Nanny Cams Wireless with Cell Phone App,180ç Panoramic IP Security Camera with Two-Way Audio,Free App,TF Card/Cloud Storage, Indoor Home Surveillance Camera for Elder/Baby/Pet Monitor",0,0,0,0,0,0,0,0,33,1651.22,16,636.45,1,39.99,0,0,0,0,0,0,0,0,0,0,0,0
B07N1QCVD2,"1080P Pet Camera, Home Camera 2 Way Audio, Baby Monitor Night Vision, Motion Detection, Compatible with Alexa Echo Show, Indoor Camera, Baby Camera with Cloud Storage (White)",0,0,0,0,13,682.37,953,48814.68,488,21265.52,61,3093.02,46,2313.65,19,872.55,6,239.94,4,199.45,40,1995.81,4,199.07,0,0
B07RZPBXPH,"1080P Security Camera Indoor, Pathinglek Pet Camera - Home Wireless IP Camera WiFi Camera for Baby/Elder/Pet with Motion Detection, 2-Way Audio, Night Vision, Cloud Storage",0,0,0,0,0,0,97,3550.81,315,10021.26,33,1174.36,12,359.88,13,389.72,6,177.39,0,0,0,0,0,0,0,0
B07CN339H9,"1080P Security Camera System Wireless with 1TB Hard Drive,SAFEVANT 8 Channel Home Security Systems 8PCS 960P Outdoor Indoor Surveillance Cameras with Night Vision Motion Detection",0,0,293,124029.42,100,38800.66,285,107557.98,153,57947.02,95,36466.54,69,25727.52,43,15774.08,27,9668.04,29,9848.34,24,7972.46,18,5963.16,8,2560.55
B07QLQVQQ5,1080P Security Camera WiFi Home Security Surveillance System Wireless 2MP HD IP Camera for Pet Elder Nanny Baby Monitor Work with Two Way Audio Night Vision Motion Detection Pan/Tilt Remote (White),0,0,0,0,0,0,0,0,4,279.96,2,139.98,6,416.99,1,69.99,0,0,1,45.11,0,0,0,0,1,29.23
B07YWB4VN8,"1080P Security WiFi IP Camera, Xiaomi HD Wireless Smart Home Video Surveillance System Indoor Dome Camera for Baby/Pet/Dog/Nanny Monitor, 2 Way Audio, Night Vision, Free Motion Alerts, Remote View",0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,867.88,86,3393.4,90,3562.75,71,2814.09,155,6106.89,104,4071.3
B07S5K9XSS,"1080P Solar Wireless Camera,Outdoor Security Camera,App Remote,2-Way Audio,Motion Alert,Rechargeable Batteries,IP65 Waterproof,Night Vision,2.4GHz WiFi,Encrypted Cloud Storage & 32GB SD Storage",0,0,0,0,0,0,18,1781.86,119,11765.9,287,28896.9,396,39137.24,502,49825.24,187,17653.16,179,17446.47,93,8470.14,99,8356.9,110,9900.99
B07RGTNH7G,1080P WiFi Camera Indoor Security Camera Pet Camera Wireless IP Camera Pan/Tilt Baby/Pet/Elder Camera with Cloud service Two-Way Audio Motion Detection Night Vision Home Surveillance Remote Monitoring,0,0,0,0,0,0,0,0,6,182.94,37,728.1,154,3046.04,0,0,0,0,0,0,0,0,0,0,0,0
B07VN2T8MQ,"1080P WiFi Camera Indoor, Whew Wireless Home Security Camera Baby Monitor Pet Camera with Night Vision, 2-Way Audio, Motion Detection, Cloud Storage, Work with Alexa, Black",0,0,0,0,0,0,0,0,0,0,163,7866.64,265,13083.41,175,8674.93,213,10473.66,155,6622.96,61,2410.38,62,2481.3,38,1514.02
B07L8DLGNW,"1080P WiFi IP Home Camera, Tovendor Wireless Security System, Smart Baby Elder Pet Monitor with IR Night Vision, 2-Way Audio, Motion Tracking",0,0,0,0,196,7752.11,532,21077.35,287,11398.85,125,4817.77,80,3339.77,55,2208.87,70,2801.45,126,4416.63,38,1328,31,1097.62,18,629.17
B07T39ZHXV,1080P WiFi Pet Camera FHD Indoor Wireless Surveillance Security IP Camera with Motion Detection Night Vision 2-Way Audio Cloud Storage for Baby/Elder/Pet Monitor with Camera Dome Surveillance Cameras,0,0,0,0,0,0,0,0,0,0,2,59.98,3,109.97,44,1564.08,27,944.24,10,332.35,8,288.61,10,291.4,7,204.57
B07XZK8H9H,"1080p WiFi Round Plate Foldable Camera, Echo Cancellation and Noise Suppression, Whether Proof Wall Mounted, Motion Detection Alarm 2-Way Audio, P2P Monitor Baby, Elder, Pet, Home, Shop and Office",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,133.26,9,307.59
B07NX4X6XV,"1080P Wireless Home Security Camera System Outdoor,8CH 1080P HD NVR Wireless CCTV Surveillance Systems WiFi NVR Kits with 4Pcs 960P Wireless IP Cameras,Expand Up to 8pcs Cams,1TB Hard Drive by ANRAN",0,0,0,0,0,0,347,75500.21,170,37162.12,165,36149.67,99,21787.72,120,26360.87,95,20810.82,124,24993.18,103,22530.62,130,28520.01,100,22007.1
B07FCK54VQ,"1080P Wireless IP Camera, 360 Home WiFi Security Camera Indoor Surveillance Camera System Panorama View for Pet/Baby Monitor Remote Viewer Nanny Cam with Pan/Tilt, Two-Way Audio & Night Vision",0,0,953,37857.58,126,4805.34,394,12273.14,92,2370.56,59,1542.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B07CSNR5H5,"1080P Wireless IP Camera,Nextrend WiFi Security Camera with Motion Detection,Night Vision,Two-Way Audio,Cloud Storage,Home Security IP Camera for Office/Baby/Nanny/Pet Monitor-White,1 Pack",0,0,241,9581.06,39,1571.31,32,1283.41,6,239.94,1,35.99,6,209.88,5,179.95,0,0,0,0,0,0,0,0,0,0
B07VF3CJZK,"1080P Wireless Smart Home Indoor Baby IP Security Xiaomi Camera IMILAB,2.4Ghz WiFi Surveillance Dome Camera Pet Nanny Monitor with 4 X Zoom,Two-Way Audio,Night Vision,Pan/Tilt,Remote View No SD Card",0,0,0,0,0,0,0,0,0,0,103,5184.43,98,4001.63,71,2807.13,128,4680.76,111,3938.97,119,4223.1,107,3785.94,47,1654.59
B07THQDSBD,"1440p 4MP Indoor WiFi Camera, 2.4ghz/5ghz Dual-Band Wireless Home Security, Pan Tilt Baby Monitor, Cloud Storage, Two-Way Audio, Night Vision and Remote Access, Reolink E1 Pro",0,0,0,0,0,0,0,0,35,1783.55,347,18491.63,179,9706.4,648,35254.92,237,11696.55,918,48163.96,1384,69033.76,1135,56622.06,1169,58353.05
B0792FB8XD,"180ç Fisheye Wireless Security WiFi Camera, DEXILIO Home Surveillance Indoor IP Camera for Baby/Elder/Pet/Nanny Monitor, Two-Way Audio/Motion Detection/Cloud Storge(with 32GB Card)",0,0,177,6076.9,33,1153.58,48,1882.9,14,553.73,14,561.34,10,393.2,17,686.88,14,539.71,32,1182.52,25,1018.23,14,560.04,7,277.61
B07BKT78GK,2 in 1 Magnetic Wall Mount for Amazon Cloud Cam - Mount your Cloud Cam with Screws onto Any Flat Surfaces or Use the Strong Magnet to Mount your Camera onto Metallic Exteriors - by Wasserstein (White),0,0,622,9587.7,79,783.19,103,1026.87,22,216.48,26,263.58,33,326.77,10,99.9,28,278.07,22,217.58,21,207.26,20,198.34,11,109.01
B07RR97DBQ,"25fps 1080P HDR WiFi Security Camera Indoor, Ctronics IP Security Camera with Upgraded Night Vision, Motion & Sound Detection, Two-Way Audio, 355çAngle for Baby, Pet, Home Surveillance",0,0,0,0,0,0,256,13195.48,1050,51166.92,1295,64708.98,1142,53621.77,676,26073.57,480,19782.82,283,11100.74,143,5535.02,138,4946.03,71,2536.79
B07DNW6K7P,"2pcs WiFi Camera, HUGOAI 1080P Wireless IP Cam with Facial Recognition, Indoor Smart Home Security Camera with Motion Detection, Night Vision, 2-Way Audio, iOS, Android App",0,0,761,46559.75,114,6275.87,341,17025.78,102,5082.46,74,3712.89,49,2467.74,33,1648.34,50,2382.83,54,2514.26,19,940.52,0,0,0,0
B07GBLSTJC,"360 3MP WiFi Home Security Mini IP Camera, Baby/Elder/Pet/Nanny Monitor, HD 2304x1296P Wireless Indoor Security Surveillance CCTV Camera System with APP for iOS, Android, Night Vision,Two-Way Audio",0,0,6,263.38,4,180.43,1,44.84,3,104.97,3,99.57,1,29.59,0,0,2,64.58,4,134.45,6,193.41,4,136.01,4,136.01
B082W3NQ9C,360 Home Security Camera System 2.4Ghz WiFi Indoor Camera with Night Vision Nanny Camera Baby Monitor for Kids Pets Elderly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1202.6,4,126.98
B06XCQN6LZ,"360 Home Security Camera Wireless Surveillance IP System with Two-Way Audio, Night Vision, Motion Detection Alert, Remote Monitor Smart Camera for Baby and Pet with 720P",3819,132599.8,5830,169831.6,527,18019.48,636,19065.38,238,7081.01,215,6401.19,219,6468.18,160,4752.88,172,5090.08,168,5003.26,212,6319.03,73,2276.86,4,156.22
B07BP42FWJ,"360 Wireless Security Camera 1080P for Home Surveillance with Two Way Audio, Pan Tilt and Phone APP from DEATTI",0,0,693,21317.83,1299,42472.12,709,22817.39,1476,46274.72,209,6363.2,884,27677.69,212,6280.52,107,3037.27,534,16487.83,53,1692.14,45,1419.54,36,1068
B0725JSSCN,"360 Wireless Smart Home Security Camera 1080p HD Indoor Surveillance IP System with Night Vision, Two Way Audio and Motion Detection Remote Control for Baby and Pet,360 App for iOS and Android",780,36210.25,2989,116500.96,425,18045.47,158,6117.6,135,4879.01,115,4557.44,110,4332.01,110,4301.76,110,4325.27,102,4020.16,56,2231.37,103,4077.87,46,2106.96
B07GJ9BGJW,"360ç Panoramic Wireless WiFi IP Camera, NexTrend Ultra HD Home Security Camera with Fisheye Lens, Night Vision, Two Way Audio, Motion Detection, Support 128GB TF Card&Cloud Service",0,0,306,17618.74,401,23136,305,17786.6,203,10879.66,183,10768.04,177,10564.72,135,9414.65,140,9093.17,77,4954.12,8,552.51,101,7008.3,104,6567.1
B07TKKPTL3,"3G/4G LTE Outdoor Solar-Powered Security Camera Wirefree Battery Camera System, 1080p HD Night Vision, 2-Way Audio, PIR Motion Sensor, SD Socket and Cloud Reolink Go+Solar Panel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,7201.79,317,76530.83,414,106798.57,563,144872.51,392,99986.83
B07ZR4G72T,"3MP Pan Tilt Indoor WiFi Security Camera System, 2.4Ghz WiFi Baby Monitor Home Camera with Night Vision, 2-Way Audio, Works with Google Assistant, E1(2 Pack)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,398.8,65,4192.2,854,48602.17,862,49134.01,954,54422.13
B07BVQPF8F,"4-Pack Video Surveillance Sign CCTV Security Alert, COSOOS Octagon 12""x12"" Rust Free Aluminum Reflective, Waterproof 24 Hour Security No Trespassing Warning Sign for Home Surveillance Camera System",0,0,205,5351.24,25,663.85,15,423.15,11,236.88,46,965.54,0,0,16,330.5,33,698.66,27,599.5,14,347.94,32,801.55,33,827.12
B07Z516F46,4CH 720P TVI Security System 1080P Surveillance Camera NO HDD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78.89,18,1336.76
B07MS8CXLH,"5-50mm Varifocal Lens USB Camera High Definition 2448P Webcam Sony IMX179 USB with Cameras,Indoor Outdoor Webcamera,8 Megapixel Web Cam USB Home Nanny Pet Webcamera usb for Android Linux Windows",0,0,0,0,5,280.65,106,8078.47,49,3691.77,58,4469.13,56,4151.89,12,925.85,37,2901.95,26,2017.84,23,1777.1,43,3309.86,92,7057.86
B07N1B9ZQF,"5MP Home POE Security Camera System, NexTrend 8X 5MP HD Outdoor Security Camera, Plug&Play Security Camera System with Pre-Installed 2TB Hard Drive for 7/24 Recording, Free APP and Night Vision",0,0,0,0,8,4920.28,1,669.99,3,1989.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B07Q2SVB6D,"5MP POE Security Camera System, NexTrend 8X 5Megapixel Indoor Outdoor Security Camera, Home Video Surveillance System with Pre-Installed 2TB Hard Drive for 7/24 Recording, Lifetime Free APP",0,0,0,0,0,0,16,11204.49,16,10710.92,10,7017.45,7,4610.36,1,612.24,1,659.99,0,0,0,0,0,0,0,0
B07QC5LG1G,"5MP Security Camera System, Wandwoo Home Security Camera System,8-Channel Ultra HD 4K Output Video DVR Recorder,6_5.0MP (2560 X 1944) Security Cameras,1TB Hard Drive for 24/7 Recording",0,0,0,0,0,0,3,912.01,34,10625.06,7,2336.26,6,1819.94,3,929.97,13,3689.56,17,4521.19,16,4190.4,13,3708.95,13,3598.98
B073VFWGB2,8 Channel Wireless Security Camera System NVR Video Surveillance System 720p Bullet Camera with Night Vision Motion Detection Backup Hard Drive for Indoor Outdoor,657,231096.49,880,297261.13,317,102118.63,197,61371.72,48,14996.43,19,5813.59,17,5143.68,10,3156.15,9,2740.91,9,2679.02,4,1246.52,3,941.89,4,1149.27
B07KYLLL6K,"A-ZONE Home Security Camera System, 8-Channel Full HD 1080P Bullet AHD Surveillance System, 4 Outdoor/Indoor 3.6mm Fixed Lens 2.0 Megapixel IP66 Waterproof Cameras, Smart Motion Detection, Free Remote",0,0,0,0,100,4005.87,24,761.45,2,91.98,6,156.47,1,45.99,14,401.2,157,3389.72,34,1894.44,24,2138.31,31,2976.34,40,3981.16
B07TXLTBLK,"A1 by ATLAS+ - Spy Camera Wireless Hidden Full HD Wifi - Spy Camera with 64GB SD Card + Reader - Smart Motion Detection, Night Vision Spy Camera, Notifications - Wireless outdoor wifi cameras for home",0,0,0,0,0,0,0,0,0,0,16,785.54,8,309.12,5,187.65,3,134.53,3,118.24,1,39.17,2,79.16,0,0
B011TGXORO,ABLEGRID 4 Pack 100ft bnc Video Power Cable Security Camera Cable Wire Cord for CCTV dvr Surveillance System (Included 2X BNC to RCA connectors with Each Cable),5195,153199.61,6511,185217.37,1279,32900.65,951,26444.83,314,8607.39,335,9173.26,255,6788.16,364,9235.31,281,7105.88,353,8954.84,253,6393.4,277,6987.2,206,5272.37
B082PZX3DD,"ABLEGRID WiFi Camera Indoor with 2-Way Audio, Home Security Camera 180çView Angle 1080P HD Super IR Night Vision - Baby Monitor Pet Camera Nanny Nursery Cam Wireless Surveillance IP Camera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,974.33,2,79.38,0,0
B07TJ7MS96,"Adorbee WiFi Outdoor Wireless Security Camera System for Home ? Smart CCTV Surveillance Camera with PIR Motion Detector, Dual Audio, Night Vision, Powerful Battery - 1080p HD",0,0,0,0,0,0,0,0,90,6909.66,420,34670.48,319,25302.87,382,30118.9,126,9949.2,280,22133.66,87,6903.3,66,5215.3,51,3994.21
B07NY9GKW6,"ADT DIY 18-Piece Easy, Smart Home Security System - Optional 24/7 Monitoring - Smart Camera - No Contract - Wi-Fi Enabled - Alexa Compatible",0,0,0,0,0,0,55,20304.43,71,22458.37,89,33406.01,161,50379.97,74,27444.64,160,44308.79,89,17258.43,76,14247.38,120,43133.32,37,11115.3
B07NY3RC7C,"ADT DIY LifeShield 11-Piece Easy, DIY Smart Home Security System - Optional 24/7 Monitoring - No Contract - Wi-Fi Enabled - Alexa Compatible",0,0,0,0,0,0,20,4021.11,60,10082.49,35,6272.22,28,4592.43,17,3351.69,22,3963.56,30,4477.35,55,9835.97,41,7801.69,54,10592.34
B07DVSJ6PR,"ADT DIY LifeShield 13-Piece Easy, DIY Smart Home Security System - Optional 24/7 Monitoring - No Contract - Wi-Fi Enabled - Alexa Compatible",0,0,0,0,17,3751.06,317,71726.17,182,35979.55,127,29025.47,185,40384.74,130,29848.47,116,23206.05,107,13878.27,19,3818.74,102,19215.62,58,13221.23
B0831R7DJC,"AHOME C1 Wireless Battery Powered Security Camera Outdoor/Indoor with PIR Motion Detection, 1080P Night Vision, Two-Way Audio, 2.4Ghz WiFi, Micro-SD Card/Cloud Storage",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,157.86,74,5899.81,108,8567.83
B07D9Z4QSS,"Aibole Pet Camera Wireless Camera, Dog Camera with Phone App 1080p World Cup 2018 WiFi Camera, Include 32GB Micro SD Card",0,0,102,6869.03,6,303.99,11,340.17,4,119.96,5,146.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B07L11FPP8,"AKASO Outdoor Security Camera 1080P,Work with Alexa,Google Home,Fire TV, Home Indoor Outdoor WiFi Security Camera,IP65 Waterproof,2 Way Audio,Remote Access,Motion/Sound Detect",0,0,0,0,0,0,1108,73016.14,1043,61994.3,803,46314.05,559,31559.14,506,30286.24,501,27409.53,702,33413.45,324,16203.9,204,10171.15,208,10529.08
B07H78BZ94,"AKASO WiFi Camera Pet Camera, Home Security Camera Work with Alexa, Google Home and Fire TV, Indoor Surveillance Dog Camera, Baby Monitor, 2-Way Audio, Remote Access, Motion Detect, Cloud Storage(P30)",0,0,633,35542.05,1050,59168.2,1250,67840.74,372,18072.84,417,19512.42,259,11954.98,257,12854.76,308,15231.98,489,18971.43,230,9155.7,208,8234.77,174,6891.39
B07KF83V1N,"AKASO WiFi Camera, 1080P HD IP Wireless Security Camera with Auto Motion Tracking, Panoramic Navigation,3D Positioning, Pan/Tilt Remote Control, Motion Detect, Two-Way Audio, Card/Cloud Storage (P50)",0,0,105,4804.47,322,14239.6,102,4599.54,53,2113.12,38,1540.54,38,1500.17,36,1471.31,37,1389.93,50,1545.54,49,1252.7,26,747.34,24,726.68
B07DGQTP8K,"AKASO WiFi Security Camera IP Camera, 1080P HD Wireless Home Surveillance Baby/Pets Monitor with Two-Way Audio,Phone APP Remote Access,Pan/Tilt,Motion Detect,Panoramic Navigation,3D Positioning (P20)",0,0,1157,50229.2,612,26333.31,283,11844.04,101,3960.5,137,5399.39,163,6183.5,171,6229.89,348,15686.6,374,14653.49,110,3326.76,117,4167.96,83,2604.61
B07X31JMTZ,"AKASO Wireless Outdoor Security Camera, WiFi Solar and Rechargeable Battery Indoor Home Security Camera, Alexa/Google Home, 1080P, Night Vision, 2-Way Audio, Motion Detect, IP65 Waterproof, Cloud/SD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,24740.64,622,55364.01,267,24691.88,232,20776.53,419,41396.75
B07Q6ZZFLS,"All-new Ring Stick Up Cam Battery HD security camera with two-way talk, Works with Alexa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7028,661330.8,8668,762785.25,17635,1509881.02,10105,939755.71,9204,857120.42,12719,1187866.31
B07RM5BVVR,"All-new Ring Stick Up Cam Battery HD security camera with two-way talk, Works with Alexa ? 2-Pack",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1906,357143.72,2455,442005.13,4247,756739.62,2400,446785.09,2455,457311.29,1920,357904.98
B07PCMKFQQ,"ALLCACA WiFi IP Camera 1080P Wireless Security Camera Surveillance with Night Vision, Motion Detection, Pan/Tilt, Two-Way Audio for Baby/Edler/Pet/Nanny Home Monitor",0,0,0,0,0,0,17,662.83,18,698.4,11,425.33,5,191.68,0,0,0,0,0,0,0,0,0,0,0,0
B07L6BY877,"Alptop Indoor WiFi Camera IP Security Camera 1080P Wireless Home Surveillance Camera for Baby/Elder/Pet/Nanny Monitor,Pan/Tilt,Two-Way Audio,Motion Detection & Night Vision AT-200RW",0,0,21,1102.79,1094,52308.45,145,6922.95,562,17246.47,239,7678.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
